-0.010000,0.256367,0.073547
-0.070999,0.305763,-0.289325
-0.348000,0.351208,-0.881004
-0.876999,0.390385,-1.820509
-0.633999,0.426411,-1.973951
-0.719000,0.457855,-2.082789
-0.330999,0.490147,-1.786581
-0.719999,0.516575,-1.832540
-0.646000,0.542530,-1.789572
-0.233000,0.570660,-1.504491
-0.028000,0.593712,-1.181925
-0.372999,0.615330,-1.086342
-0.272999,0.635292,-0.965091
-0.584999,0.654938,-0.980368
-0.077999,0.671185,-0.814523
-0.746000,0.688854,-0.888261
-1.011999,0.705338,-1.021644
-0.344000,0.722942,-0.942072
-0.795000,0.733070,-0.989783
-0.813000,0.743877,-1.031033
-1.150000,0.756786,-1.138381
-0.956999,0.767693,-1.186098
-1.275000,0.783203,-1.288295
-0.746000,0.791065,-1.272828
-0.660000,0.802742,-1.240988
-0.751999,0.813370,-1.226822
-1.292999,0.823769,-1.302197
-1.052000,0.833153,-1.328406
-0.750999,0.845360,-1.303028
-1.094000,0.853245,-1.329521
-0.681000,0.865086,-1.292158
-0.437000,0.873497,-1.223691
-0.756001,0.881664,-1.203034
-0.680000,0.893131,-1.172610
-0.934999,0.901924,-1.175565
-1.066000,0.911911,-1.192732
-0.511000,0.919689,-1.142138
-1.253000,0.929440,-1.179259
-1.229000,0.942299,-1.209308
-1.389999,0.955650,-1.253308
-1.020000,0.966404,-1.252307
-1.014000,0.973587,-1.249818
-1.223999,0.980114,-1.268034
-1.448000,0.993633,-1.305872
-1.202000,0.998981,-1.315958
-1.462999,1.007145,-1.348932
-1.451000,1.016735,-1.377319
-0.931000,1.024982,-1.355653
-1.452000,1.034111,-1.380478
-1.254000,1.040054,-1.385712
-1.125999,1.048664,-1.378819
-0.987000,1.055332,-1.360240
-1.226999,1.066986,-1.360887
-1.341000,1.072903,-1.369865
-1.299000,1.081993,-1.374073
-0.934000,1.088104,-1.349697
-0.868999,1.100006,-1.320450
-1.305000,1.104904,-1.324608
-1.129000,1.115704,-1.314788
-1.038000,1.124920,-1.298168
-0.930000,1.129581,-1.274748
-1.301001,1.139393,-1.277074
-1.553999,1.148434,-1.295561
-1.431999,1.158985,-1.304083
-1.705000,1.164955,-1.329391
-1.574999,1.174908,-1.344210
-1.586000,1.182892,-1.358246
-1.048000,1.192562,-1.337082
-1.608000,1.198776,-1.350954
-1.643000,1.206074,-1.365594
-1.746000,1.213600,-1.384955
-1.569000,1.223846,-1.392230
-1.830000,1.229797,-1.413615
-1.843000,1.237179,-1.434052
-1.719999,1.242935,-1.446119
-1.539999,1.250599,-1.447177
-1.779999,1.256786,-1.460551
-1.410999,1.263023,-1.453362
-1.375000,1.266197,-1.444498
-1.608000,1.272648,-1.447349
-1.456999,1.278622,-1.442138
-1.442999,1.283215,-1.436188
-1.063000,1.286266,-1.412276
-1.600000,1.294876,-1.414029
-2.136999,1.297119,-1.440234
-1.449999,1.304428,-1.433666
-1.559000,1.309937,-1.431917
-1.767000,1.314594,-1.439103
-1.352999,1.318169,-1.427868
-1.355999,1.325428,-1.416746
-1.507999,1.330544,-1.412183
-1.285999,1.336479,-1.398242
-1.069000,1.343826,-1.375468
-1.719000,1.346729,-1.379780
-1.131001,1.354397,-1.360019
-1.577000,1.359539,-1.358352
-1.973999,1.364407,-1.371914
-1.406000,1.369671,-1.362905
-0.857000,1.379623,-1.332637
-1.646999,1.385231,-1.333063
-1.723999,1.390003,-1.336102
-1.740000,1.397671,-1.339255
-1.324999,1.405293,-1.326716
-0.952000,1.410889,-1.300860
-0.903999,1.417717,-1.273841
-0.941000,1.425667,-1.248627
-1.022999,1.433609,-1.226754
-1.309000,1.441624,-1.215274
-1.757000,1.451096,-1.219404
-1.414000,1.454117,-1.211437
-0.829000,1.464893,-1.183121
-0.897999,1.471073,-1.157897
-1.164000,1.480934,-1.141986
-1.122000,1.490974,-1.124709
-0.300999,1.492393,-1.081017
-1.147999,1.500854,-1.066154
-1.480999,1.510242,-1.062271
-1.065001,1.513264,-1.045077
-1.032000,1.524586,-1.026857
-0.799000,1.529522,-1.001767
-1.528999,1.535477,-1.000219
-1.344999,1.542999,-0.992770
-1.007000,1.548363,-0.975048
-1.511000,1.553799,-0.973061
-1.462000,1.559471,-0.969506
-1.364000,1.566570,-0.962944
-1.357000,1.567688,-0.956423
-1.305000,1.570820,-0.948569
-1.625999,1.573559,-0.949993
-1.598000,1.580502,-0.950406
-1.698999,1.586006,-0.953458
-1.962000,1.584106,-0.963531
-1.289000,1.590088,-0.955124
-1.306999,1.595043,-0.947330
-1.080000,1.596466,-0.933879
-1.831999,1.601555,-0.940099
-1.434999,1.603344,-0.935983
-1.754999,1.606087,-0.939944
-1.327000,1.611282,-0.933062
-0.882000,1.612629,-0.915539
-1.098999,1.617226,-0.903656
-1.555000,1.619179,-0.902976
-1.473999,1.625214,-0.900271
-1.639000,1.633991,-0.901327
-1.737999,1.635132,-0.904623
-1.201000,1.643303,-0.895234
-1.362999,1.647636,-0.889737
-1.487000,1.652042,-0.887120
-1.389000,1.656250,-0.882288
-1.397999,1.660866,-0.877693
-1.823000,1.666832,-0.882513
-1.854000,1.669182,-0.887819
-1.404999,1.675659,-0.883107
-1.690001,1.676613,-0.884638
-1.754000,1.682331,-0.887390
-1.046999,1.684052,-0.875174
-1.324999,1.686550,-0.869034
-0.907000,1.691734,-0.854330
-1.497000,1.697002,-0.851956
-1.756001,1.698059,-0.854865
-1.695000,1.700829,-0.856427
-1.549999,1.703285,-0.855046
-1.327000,1.705166,-0.849327
-1.447001,1.705662,-0.846077
-1.817999,1.706650,-0.849932
-1.681000,1.710159,-0.851067
-1.402000,1.712471,-0.846954
-1.171000,1.714836,-0.838664
-1.060999,1.715900,-0.828593
-1.296000,1.716957,-0.822990
-1.379000,1.718052,-0.818993
-1.132000,1.720314,-0.810734
-1.298000,1.725285,-0.805454
-0.994999,1.724586,-0.795143
-1.170000,1.727467,-0.788002
-1.298000,1.730198,-0.783144
-1.726999,1.734474,-0.785521
-1.347000,1.735439,-0.781527
-1.643000,1.737953,-0.782453
-1.302999,1.738617,-0.777827
-1.289000,1.741489,-0.773037
-1.152000,1.744217,-0.766124
-1.031000,1.747227,-0.757396
-1.424000,1.753239,-0.754952
-1.542000,1.752903,-0.754419
-1.097000,1.758919,-0.746878
-1.018000,1.761265,-0.738246
-1.553999,1.765930,-0.737971
-1.555000,1.771313,-0.737657
-1.646999,1.777012,-0.738695
-1.834999,1.782887,-0.742535
-1.559000,1.785233,-0.742070